Timestamp,Engagement Index
2023-12-06 15:22:04,4.567980330238209
2023-12-06 15:22:19,10.264090214850944
2023-12-06 15:22:34,9.31899018359681
2023-12-06 15:22:49,8.66504226333427
2023-12-06 15:23:05,7.696377341859158
2023-12-06 15:23:20,7.123362004722271
2023-12-06 15:23:35,3.7246421061601955
2023-12-06 15:23:50,3.511809173983587
2023-12-06 15:24:05,3.5736443604454915
2023-12-06 15:24:20,4.042469194450338
2023-12-06 15:24:35,4.272087676900173
2023-12-06 15:24:50,3.77360646535888
2023-12-06 15:25:05,3.7862635359307695
2023-12-06 15:25:20,3.8858180397692057
2023-12-06 15:25:35,3.8604383409580696
2023-12-06 15:25:50,3.7424910008376164
2023-12-06 15:26:05,4.017245040770459
2023-12-06 15:26:20,3.4945762875929534
2023-12-06 15:26:36,3.1596372186645323
2023-12-06 15:26:51,2.916634431984174
2023-12-06 15:27:06,2.8137495927860785
2023-12-06 15:27:21,2.4234799674039715
2023-12-06 15:27:36,2.572581260019612
2023-12-06 15:27:51,2.5871382965355108
2023-12-06 15:28:06,2.5587130264961826
2023-12-06 15:28:21,3.0036197232031303
2023-12-06 15:28:36,3.802201331142483
2023-12-06 15:28:51,4.287042391734146
2023-12-06 15:29:06,5.111653899428183
2023-12-06 15:29:21,5.757606033622055
2023-12-06 15:29:36,6.875942059562537
2023-12-06 15:29:51,6.048352069969058
2023-12-06 15:30:06,6.275102428165091
2023-12-06 15:30:21,5.1464977887083965
2023-12-06 15:30:36,4.638390058563938
2023-12-06 15:30:51,3.690722354313795
2023-12-06 15:31:07,3.274845022611457
2023-12-06 15:31:22,3.193454558317537
2023-12-06 15:31:37,3.514748839847879
2023-12-06 15:31:52,4.166978738452824
2023-12-06 15:32:07,4.472733038826729
2023-12-06 15:32:22,4.461369391753777
2023-12-06 15:32:37,4.255353566149445
2023-12-06 15:32:52,3.9783110406520197
2023-12-06 15:33:07,3.05918550873167
2023-12-06 15:33:22,2.8919362031587026
2023-12-06 15:33:37,3.11317297039597
2023-12-06 15:33:52,3.8659725810786054
2023-12-06 15:34:07,4.232803925665689
