Timestamp,Engagement Index,Stress Level
2023-12-06 16:40:48,0.40166392569833714,157.48770372957176
2023-12-06 16:40:53,1.4645180829964886,180.24900593113244
2023-12-06 16:40:58,1.8167611853294725,158.11233894468555
2023-12-06 16:41:03,1.4909051862815685,186.3084589531323
2023-12-06 16:41:08,0.23577971942546683,240.24366725881558
2023-12-06 16:41:13,0.2792451165180084,240.3876362616661
2023-12-06 16:41:18,0.1699660056482709,205.0659501725213
2023-12-06 16:41:23,0.08779632499917696,650.3360580014869
2023-12-06 16:41:28,0.8371262799093784,477.47731295587164
2023-12-06 16:41:33,1.2233154587765322,224.1344067739131
2023-12-06 16:41:38,0.25710636744060555,103.00118604983814
