Timestamp,Engagement Index,Stress Level
2023-12-07 14:39:23,0.8102393256084663,1547.0235555016502
2023-12-07 14:39:28,0.7882738753722204,714.0052251640923
2023-12-07 14:39:33,0.34609010195243806,1852.0758794363742
2023-12-07 14:39:38,0.6875618068981857,1787.6646279426714
2023-12-07 14:39:43,0.5268866376248027,1165.9206698347994
2023-12-07 14:39:48,1.1205282251064808,1345.798615160965
2023-12-07 14:39:53,0.7792695329991213,859.9535364278303
2023-12-07 14:39:58,1.9618334981253995,931.8470594138403
2023-12-07 14:40:03,0.5659140601105201,949.7719933478678
2023-12-07 14:40:08,1.442360600333828,630.7896532395852
2023-12-07 14:40:13,2.671617163917385,1213.4487434244563
2023-12-07 14:40:18,2.183592736899304,780.1084530179039
2023-12-07 14:40:23,1.552211374071672,818.9137686154846
2023-12-07 14:40:28,2.5502930933429315,661.8067962858897
2023-12-07 14:40:33,0.3894231491392513,897.2005313478876
2023-12-07 14:40:38,2.099332203762319,1198.2916260168433
2023-12-07 14:40:43,1.2730498950947167,833.4164190112609
