Timestamp,Engagement Index,Stress Level,Normalized ICE,Normalized Stress Level
2023-12-06 16:03:37,1.4905297715966843,76.96716694127375,25.019249817549028,5.871340701029281
2023-12-06 16:03:42,0.8812086712791488,63.52142070859987,14.410676857571028,5.6076805386028035
2023-12-06 16:03:47,1.1889117640873086,68.1532183110927,19.76793546615216,5.6985063274483645
2023-12-06 16:03:52,1.862195099468238,75.92945984252526,31.490121654031938,5.850992107691838
2023-12-06 16:03:57,0.8278035818709496,45.31086876914189,13.480868605196735,5.250586406440347
2023-12-06 16:04:02,1.0220673580943411,79.01118166096913,16.86309423708887,5.911422169448444
2023-12-06 16:04:07,1.193032550273832,56.837501883569736,19.83968033251149,5.476614319401791
2023-12-06 16:04:12,0.7326465286388895,57.22647909991801,11.824138612845001,5.484241846670852
2023-12-06 16:04:17,1.195433966708057,79.52043553024046,19.881490145820912,5.9214082241876085
2023-12-06 16:04:22,0.8625207990028148,70.21917883403674,14.08531202709507,5.739018135243935
2023-12-06 16:04:27,0.9381264762386772,74.16984734234165,15.401643174542961,5.816487535793949
2023-12-06 16:04:32,0.7783175248493653,41.35340740085584,12.619292588640722,5.172983803423549
2023-12-06 16:04:37,0.8517336767658736,92.97956338724047,13.897503048841804,6.185330789398009
2023-12-06 16:04:43,0.6387831097259654,50.188750608523286,10.18993141520846,5.3462377072914045
2023-12-06 16:04:48,1.1203009767273373,80.00378049569329,18.57338871047526,5.930886226367184
2023-12-06 16:04:53,0.9830511770594992,34.83938541324167,16.18380378922463,5.0452491232069585
2023-12-06 16:04:58,1.2533837952972888,64.40674468049771,20.89042448977636,5.62504102259464
2023-12-06 16:05:03,1.2301825556624877,71.66221135126257,20.486479766215247,5.767314830815498
