Timestamp,Alpha,Beta,Theta
2023-12-07 14:39:23,173.7118958291419,1720.735451330792,1950.0253715993053
2023-12-07 14:39:28,442.4050558707536,1156.4102810348459,1024.6108090008213
2023-12-07 14:39:33,540.2073418958776,2392.2832213322517,6372.105977197584
2023-12-07 14:39:38,413.442706615221,2201.1073345578925,2787.8801598886666
2023-12-07 14:39:43,472.6223546406727,1638.543024475472,2637.236403330492
2023-12-07 14:39:48,324.7372016798097,1670.5358168407747,1166.1095074086902
2023-12-07 14:39:53,283.8092187349174,1143.7627551627477,1183.92781797538
2023-12-07 14:39:58,178.03018192896485,1109.877241342805,387.7044955568318
2023-12-07 14:40:03,336.0651605493582,1285.837153897226,1936.076926972038
2023-12-07 14:40:08,216.90922118348576,847.698874423071,370.8071059450248
2023-12-07 14:40:13,209.05020376361858,1422.498947188075,323.3984443436831
2023-12-07 14:40:18,251.6035707636031,1031.712023781507,220.88015129096613
2023-12-07 14:40:23,109.32246311828712,928.2362317337718,488.6864467757794
2023-12-07 14:40:28,109.56521042229494,771.3720067081847,192.89885095234024
2023-12-07 14:40:33,343.83237050456904,1241.0329018524567,2843.0169593196415
2023-12-07 14:40:38,150.71999382809994,1349.0116198449432,491.8708345445186
2023-12-07 14:40:43,170.26053488284182,1003.6769538941028,618.1429344245634
