Timestamp,Alpha,Beta,Theta
2023-12-06 16:32:40,94.1453134799507,252.44780915517356,1004.1026538194037
2023-12-06 16:32:45,255.29469913472775,233.17849289360547,1086.863406159179
2023-12-06 16:32:50,93.82144815757329,204.56356417767807,413.526858092793
2023-12-06 16:32:55,123.33195732180715,165.85850067456977,925.4528486934493
2023-12-06 16:33:00,337.47679621780503,408.00711512088645,1789.136667682173
2023-12-06 16:33:05,213.5991074857502,315.8680984892605,1704.9076819083953
2023-12-06 16:33:11,213.5991074857502,315.8680984892605,1704.9076819083953
2023-12-06 16:33:16,354.42373044055773,318.5551575534982,2622.901014490713
2023-12-06 16:33:21,73.66317508567218,74.63656692273183,909.4602221818737
2023-12-06 16:33:26,101.7829415702424,137.35322094986648,642.589931190593
2023-12-06 16:33:31,337.15530704061274,147.47676060151923,2138.142565798595
2023-12-06 16:33:36,126.59495548493967,134.4268986651053,1154.4966983969657
2023-12-06 16:33:41,118.8743010639301,236.39646749933246,1229.9510685410896
2023-12-06 16:33:46,88.92474983263632,90.17530226871654,745.749417915566
2023-12-06 16:33:51,461.8023516802039,399.5261253261443,3502.604100653495
2023-12-06 16:33:56,276.73115920904786,210.17360192227943,3651.2051420821053
2023-12-06 16:34:01,130.80522820324182,161.00231275041287,964.7636368385126
2023-12-06 16:34:06,296.49356898690047,109.15848518725731,1720.2733641530988
2023-12-06 16:34:11,155.9917004781559,129.13219998223198,932.8608224874558
2023-12-06 16:34:16,254.86230044433222,187.815368084623,1202.973435717886
2023-12-06 16:34:21,379.1363452342752,156.68566920269114,1746.0806317359372
2023-12-06 16:34:26,278.7409160131541,178.06122594849717,3013.175801950972
2023-12-06 16:34:31,201.6929884957549,180.15435353016034,2152.5365072028626
2023-12-06 16:34:36,123.79013575263653,125.91507751623783,1006.8678075405649
2023-12-06 16:34:41,174.58264152248407,100.84906082831112,1077.310466973142
2023-12-06 16:34:46,80.20457097167358,90.15897490876915,1252.4207514895897
2023-12-06 16:34:51,55.814023363150135,112.87812851726827,148.80374206988984
2023-12-06 16:34:56,204.67905998170085,121.50499150915809,1770.3191000170586
2023-12-06 16:35:01,63.7858338148872,137.47550094406867,284.18494755371916
2023-12-06 16:35:06,1048.059945240139,1594.158351697341,3976.516178684074
2023-12-06 16:35:11,436.9696970887844,465.21172237084966,1899.0331083198075
2023-12-06 16:35:16,231.74568639223497,229.27484734958745,1835.2286745128063
2023-12-06 16:35:21,209.32689479268953,278.85576563064717,2057.4433950726534
2023-12-06 16:35:26,365.13405719580595,360.8464374880671,2525.201833875126
