Timestamp,Alpha,Beta,Theta
2023-12-06 16:06:07,494.41726169062827,4373.486994347845,374.83040460816426
2023-12-06 16:06:12,464.9021748642649,4268.472254362903,582.4719658670737
2023-12-06 16:06:17,459.7699112999584,4071.9258779263773,606.6504454981266
2023-12-06 16:06:23,415.3385084080839,4251.227563147513,674.6559802649466
2023-12-06 16:06:28,351.419023622976,3573.0913011411817,355.48097848498526
2023-12-06 16:06:33,406.1759499943682,4005.2752580713836,284.72534389219135
2023-12-06 16:06:38,382.3462434761674,3321.455181979962,746.2163197882087
2023-12-06 16:06:43,346.52579739111053,3057.287812416325,476.3790984962731
2023-12-06 16:06:48,464.29621174251787,2592.0553946843775,287.73816665144045
2023-12-06 16:06:53,379.81542443908137,2831.7006781167156,451.0202655428828
2023-12-06 16:06:58,578.7741382406228,3309.666298393958,955.2675382517622
2023-12-06 16:07:03,500.10356689819554,2942.0565538377596,826.1164653503353
2023-12-06 16:07:08,445.68874616160065,3006.000263061219,334.76532265205634
2023-12-06 16:07:13,610.5682295029413,3536.5693908398816,650.1341673251476
2023-12-06 16:07:18,167.01690458182514,2447.5279302975423,359.5470392325857
2023-12-06 16:07:23,434.8542714421157,3236.803234992859,407.4834302457556
2023-12-06 16:07:28,319.9799724314157,1474.5653178910334,279.33737074177316
2023-12-06 16:07:33,302.4208734845575,1940.0125437873169,302.8518388195038
2023-12-06 16:07:38,219.56982667718412,2619.4458566411677,1000.1576634515399
2023-12-06 16:07:43,331.75518156314604,2221.7599741242307,814.1877472445069
2023-12-06 16:07:48,413.662562664192,1720.4186004980372,285.39022306076134
2023-12-06 16:07:53,95.72033691863537,350.3614335594299,370.0530045783445
2023-12-06 16:07:58,115.10876919091433,150.68594485600687,411.980995227773
2023-12-06 16:08:03,362.80678802352196,2184.6568010413926,644.2541764923515
2023-12-06 16:08:08,406.2917811179012,3142.590328921312,2573.6653700425413
2023-12-06 16:08:13,291.3977703369553,5168.5973823625445,1718.9613364855563
2023-12-06 16:08:18,316.83038606533444,2547.038833474914,251.42510627843416
2023-12-06 16:08:23,713.0474960671484,3307.779562731982,1389.5292949376474
2023-12-06 16:08:28,1518.368768304204,4502.858430939075,1427.7009126911428
2023-12-06 16:08:33,263.6018030351728,2059.0539257454857,546.9954746134433
2023-12-06 16:08:38,240.07855124067981,2410.3362540668795,687.2732896781578
2023-12-06 16:08:43,179.52409207604683,1349.7862011576563,1035.174027218512
2023-12-06 16:08:48,274.5304269991905,1223.2520534736066,440.63545324660873
2023-12-06 16:08:53,88.49833080247637,331.8200525181661,324.1459863578117
2023-12-06 16:08:58,137.16151238352438,244.22959795716696,720.1916356087359
2023-12-06 16:09:03,120.34721128851875,655.919729650431,369.77307076240675
2023-12-06 16:09:09,472.5538257577523,3998.0204069379215,824.0805636934965
2023-12-06 16:09:14,615.1427190900973,4660.341993946086,1311.8743447111124
2023-12-06 16:09:19,97.00506016279682,279.8533911417147,665.8155927008305
2023-12-06 16:09:24,413.4154179610202,2955.1135445016225,774.9808655052967
2023-12-06 16:09:29,401.81198665334676,2574.3758025669604,289.8384134106379
2023-12-06 16:09:34,593.0548685611263,2341.1351366673084,260.5534849913573
2023-12-06 16:09:39,100.38650098660487,248.34734206222237,861.311158030359
2023-12-06 16:09:44,375.23477260658296,2362.1354219897667,237.80056450093943
2023-12-06 16:09:49,471.27393309335446,2054.7423114939393,155.75270161661206
2023-12-06 16:09:54,188.2531755904334,1068.1019021048642,760.1637146570022
2023-12-06 16:09:59,205.10664568361113,2211.097624574852,1869.0942584584286
2023-12-06 16:10:04,174.49033710158545,761.2447398316948,952.334760240298
2023-12-06 16:10:09,168.99495436464994,1006.2101646877518,294.5693001761721
2023-12-06 16:10:14,270.7390804203507,1432.6467129520015,726.4085417927837
2023-12-06 16:10:19,115.36156789177612,1218.151083901069,143.62639737590573
2023-12-06 16:10:24,162.15859148845476,1210.6513184421567,681.88380398003
2023-12-06 16:10:29,209.06494572785678,1304.7119063827527,382.96173497761237
2023-12-06 16:10:34,127.49642573518187,1030.5987912694598,328.42228059729206
2023-12-06 16:10:39,199.45244774691767,1160.5624886077935,455.5783081867904
2023-12-06 16:10:44,105.35315186112093,1273.7770578532322,239.09972631199284
2023-12-06 16:10:49,207.60647503640143,1113.3048309116582,316.7484002747721
2023-12-06 16:10:54,162.33406306339003,1610.5600929968932,584.8593777959557
2023-12-06 16:10:59,348.5305333945959,1351.8859104057526,303.2842093122341
2023-12-06 16:11:04,319.2538084240123,1154.1857840207613,422.17940186100475
2023-12-06 16:11:09,85.39757769723983,1103.1607908201547,328.13209382241826
2023-12-06 16:11:14,191.23343351866598,1411.325569273085,899.5463257302239
2023-12-06 16:11:19,203.32338738558465,1316.2203760594525,485.7453916344293
2023-12-06 16:11:24,188.92046890546953,1293.4312214767986,414.35928666669395
2023-12-06 16:11:29,290.6842144508178,1130.2460419793856,785.2243162063121
2023-12-06 16:11:34,225.45163788405733,1130.6275228024324,367.06884657612665
2023-12-06 16:11:40,145.30815072521992,1043.6716638607784,671.7560055922711
2023-12-06 16:11:45,328.71738171968934,792.7681283579507,605.756934602445
2023-12-06 16:11:50,142.42004193048788,1025.330819106153,355.14711128396476
2023-12-06 16:11:55,139.8668447151768,1180.895615917861,292.5104220613879
2023-12-06 16:12:00,184.99470164536223,1288.1911253978408,1101.8004593770006
2023-12-06 16:12:05,167.28887032258467,1028.9719483523436,908.6424210754654
2023-12-06 16:12:10,535.1533206757991,1234.3550317631857,1194.854404697987
